title,price,rating,discount,reviews,highlights
"Motorola Edge 50 Ultra 5G (Peach Fuzz, 512 GB)","₹54,999",4.3,15% off,686 Ratings & 77 Reviews,12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 64MP | 50MP Front Camera4500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories
"OnePlus Nord 3 5G (Tempest Gray, 128 GB)","₹23,198",4.3,31% off,"11,156 Ratings & 938 Reviews",8 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Full HD+ Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"Apple iPhone 12 (Black, 64 GB)","₹39,999",4.6,19% off,"2,10,298 Ratings & 13,884 Reviews","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"REDMI Note 13 Pro 5G (Midnight Black, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹13,999",4.2,26% off,"24,338 Ratings & 1,532 Reviews",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories
"realme Narzo N65 5G (Amber Gold, 128 GB)","₹11,380",4.4,18% off,111 Ratings & 3 Reviews,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"REDMI Note 13 Pro 5G (Arctic White, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"itel P55T (Astral Black, 128 GB)","₹7,248",4.2,39% off,87 Ratings & 3 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP Rear Camera | 8MP Front Camera6000 mAh Battery1 Year Manufacturer Warranty
"itel P55T (Astral Gold, 128 GB)","₹7,248",4.2,39% off,87 Ratings & 3 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP Rear Camera | 8MP Front Camera6000 mAh Battery1 Year Manufacturer Warranty
"SAMSUNG Galaxy A15 5G (Blue, 128 GB)","₹16,909",4.4,15% off,78 Ratings & 1 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"REDMI 13c 5G (Starlight Black, 128 GB)","₹12,999",4.2,18% off,"8,417 Ratings & 384 Reviews",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo Y18 (Gem Green, 128 GB)","₹9,999",4,28% off,442 Ratings & 12 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryHelios G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Crystal Blue, 32 GB)","₹5,749",4,15% off,678 Ratings & 17 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.94 cm (6.67 inch) HD+ Display5MP + 0.3MP | 2MP Front Camera4000 mAh BatteryUnisoc SC9863A1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"LAVA O2 (Royal Gold, 128 GB)","₹9,999",4.1,,56 Ratings & 2 Reviews,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI A3 (Midnight Black, 128 GB)","₹7,999",4.1,27% off,888 Ratings & 36 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Meadow Green, 32 GB)","₹5,749",4,15% off,678 Ratings & 17 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) HD+ Display5MP + 0.3MP | 2MP Front Camera4000 mAh BatteryUnisoc SC9863A1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI A3 (Midnight Black, 128 GB)","₹8,560",4,28% off,567 Ratings & 31 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo Y02 (Cosmic Grey, 32 GB)","₹9,990",4.2,23% off,"1,343 Ratings & 58 Reviews",3 GB RAM | 32 GB ROM16.54 cm (6.51 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediaTek P22 Processor1 Year of Device & 6 Months for In-Box Accessories
"POCO X6 5G (Mirror Black, 256 GB)","₹20,999",4.3,22% off,"3,383 Ratings & 369 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","₹14,490",4.2,19% off,"6,362 Ratings & 341 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) Full HD Display50MP + 50MP | 1920MP + 2MP Dual Front Camera6000 mAh BatteryExynos Processor1 year for handset and 6 month for accessories
"POCO M6 Pro 5G (Forest Green, 128 GB)","₹9,499",4.3,40% off,"75,736 Ratings & 4,955 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo Y18 (Space Black, 128 GB)","₹9,999",4,28% off,442 Ratings & 12 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryHelios G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)","₹32,999",4.2,8% off,"5,640 Ratings & 573 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro 5G (Midnight Black, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Nebula Black, 32 GB)","₹5,749",4,15% off,678 Ratings & 17 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) HD+ Display5MP + 0.8MP | 5MP Front Camera4000 mAh BatteryUnisoc SC9863A1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Tecno Spark Go 2024 (Magic Skin Green, 64 GB)","₹7,199",4.3,10% off,741 Ratings & 34 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP + 0.8MP | 8MP Front Camera5000 mAh BatteryUnisoc T606 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
"REDMI Note 13 5G (Stealth Black, 256 GB)","₹18,999",4.1,17% off,"5,179 Ratings & 298 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"itel A23s (Coastel Gold, 32 GB)","₹4,799",3.6,20% off,973 Ratings & 58 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) FWVGA Display2MP + 0MP | 0.8MP Front Camera3020 mAh BatteryUnisoc Processor1 year manufacturer Warranty
"REDMI Note 13 Pro 5G (Arctic White, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Tecno Spark Go 2024 (Magic Skin Green, 64 GB)","₹6,899",4.3,8% off,352 Ratings & 10 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹13,999",4.2,26% off,"24,338 Ratings & 1,532 Reviews",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories
"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)","₹16,748",4.4,16% off,"1,60,784 Ratings & 10,798 Reviews",6 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display64MP Rear Camera | 16MP Front Camera5000 mAh Battery12 months
"REDMI Note 13 5G (Arctic White, 128 GB)","₹16,999",4.2,19% off,"9,895 Ratings & 594 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 12 5G (Moonstone Silver, 128 GB)","₹12,989",4.2,27% off,"42,872 Ratings & 1,976 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nokia C22 (Charcoal, 64 GB)","₹5,979",3.6,33% off,276 Ratings & 5 Reviews,2 GB RAM | 64 GB ROM16.51 cm (6.5 inch) Display13MP Rear Camera5000 mAh Battery1-year warranty
"realme Narzo N55 (Prime Blue, 64 GB)","₹10,960",4.3,15% off,"2,830 Ratings & 157 Reviews",4 GB RAM | 64 GB ROM17.07 cm (6.72 inch) Display64MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Tecno Spark 10 (Magic Skin Orange, 128 GB)","₹8,499",4.2,37% off,284 Ratings & 18 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediatek Helio G37 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Tecno Spark Go 2024 (Mystery White, 64 GB)","₹6,899",4.3,8% off,352 Ratings & 10 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
"Tecno Spark Go 2024 (Gravity Black, 64 GB)","₹6,899",4.3,8% off,352 Ratings & 10 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP + 0.8MP | 8MP Front Camera5000 mAh BatteryUnisoc T606 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories
"REDMI Note 13 5G (Stealth Black, 256 GB)","₹17,990",4.1,28% off,"1,856 Ratings & 119 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Brand Warranty
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹13,999",4.2,26% off,"24,338 Ratings & 1,532 Reviews",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹11,990",4.2,35% off,"1,17,764 Ratings & 8,393 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
"REDMI Note 13 5G (Prism Gold, 128 GB)","₹16,999",4.2,19% off,"9,895 Ratings & 594 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme NARZO 70 5G (ICE BLUE, 128 GB)","₹15,449",4.3,18% off,350 Ratings & 15 Reviews,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"MOTOROLA G04 (Sea Green, 64 GB)","₹6,999",4.2,30% off,"13,547 Ratings & 868 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display16MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
"REDMI Note 13 Pro 5G (Midnight Black, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy M34 5G without charger (Prism Silver, 128 GB)","₹16,999",4.2,33% off,908 Ratings & 79 Reviews,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"REDMI Note 12 5G (Matte Black, 128 GB)","₹16,999",4.2,22% off,"15,122 Ratings & 1,058 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro 5G (Arctic White, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C61 (Diamond Dust Black, 128 GB)","₹6,999",4.2,30% off,"7,585 Ratings & 223 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO Reno 12 Pro 5G (Sunset Gold, 512 GB)","₹40,999",4.3,26% off,331 Ratings & 25 Reviews,12 GB RAM | 512 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 50MP Front Camera5000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"POCO X6 5G (Skyline Blue, 256 GB)","₹18,999",4.2,24% off,"12,093 Ratings & 1,463 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Xiaomi 14 CIVI (Matcha Green, 512 GB)","₹47,999",4.3,20% off,205 Ratings & 23 Reviews,12 GB RAM | 512 GB ROM16.64 cm (6.55 inch) Display50MP Rear Camera | 32MP + 32MP Dual Front Camera4700 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)","₹30,999",4.2,8% off,"7,304 Ratings & 825 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo T2x 5G (Marine Blue, 128 GB)","₹12,999",4.4,31% off,"4,27,520 Ratings & 23,191 Reviews",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)","₹23,446",4.3,24% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI A3 (Olive Green, 128 GB)","₹8,836",4,26% off,567 Ratings & 31 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme 12 5G (Twilight Purple, 128 GB)","₹16,999",4.4,15% off,"6,709 Ratings & 440 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"POCO F6 5G (Titanium, 256 GB)","₹29,999",4.2,11% off,"1,833 Ratings & 178 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo V30 5G (Andaman Blue, 256 GB)","₹37,990",4.5,11% off,859 Ratings & 85 Reviews,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo T2x 5G (Aurora Gold, 128 GB)","₹12,999",4.4,31% off,"4,27,520 Ratings & 23,191 Reviews",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"SAMSUNG Galaxy M14 5G (Icy Silver, 128 GB)","₹13,999",4.2,26% off,"24,338 Ratings & 1,532 Reviews",6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year
"REDMI Note 13 Pro 5G (Scarlet Red, 128 GB)","₹24,999",4.3,13% off,"16,522 Ratings & 1,485 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI A3 (Olive Green, 64 GB)","₹7,284",4.1,27% off,"2,151 Ratings & 90 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OPPO A59 5G (Silk Gold, 128 GB)","₹13,999",4.3,22% off,923 Ratings & 47 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6020 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo V30 5G (Peacock Green, 256 GB)","₹35,999",4.5,12% off,"5,239 Ratings & 470 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V30 5G (Peacock Green, 256 GB)","₹37,999",4.5,11% off,859 Ratings & 85 Reviews,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹32,999",4.2,8% off,"5,640 Ratings & 573 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
